,codeset_id,concept_id,concept_set_name,is_most_recent_version,version,concept_name,archived
1230530,535274723,4133599,Charlson - Cancer,True,1,Chronic myelomonocytic leukemia,False
1230838,618758765,4134853,N3C Mechanical Ventilation,True,1,Weaning from mechanically assisted ventilation continued,False
1231101,494981955,4135822,Charlson - LiverMild,True,1,Primary biliary cholangitis,False
1234243,489555336,4141654,Charlson - Paralysis,True,1,Monoplegia of lower limb affecting non-dominant side,False
1237499,535274723,4157454,Charlson - Cancer,True,1,"Primary malignant neoplasm of lower lobe, bronchus or lung",False
1237649,652711186,4159164,Charlson - Stroke,True,1,Disorder of basilar artery,False
1239025,535274723,4162860,Charlson - Cancer,True,1,Primary malignant neoplasm of body of uterus,False
1240989,510748896,4169592,Charlson - PUD,True,1,Acute gastric ulcer with hemorrhage and perforation,False
1242372,618758765,4174555,N3C Mechanical Ventilation,True,1,Continuous positive airway pressure ventilation weaning protocol,False
1246131,535274723,4187850,Charlson - Cancer,True,1,Primary malignant neoplasm of breast upper outer quadrant,False
1246633,359043664,4190773,Charlson - CHF,True,1,Restrictive cardiomyopathy,False
1247303,719585646,4193704,Charlson - DM,True,1,Type 2 diabetes mellitus without complication,False
1249944,719585646,4198296,Charlson - DM,True,1,Type 2 diabetes mellitus with neuropathic arthropathy,False
1251760,618758765,4202819,N3C Mechanical Ventilation,True,1,Treatment by iron lung,False
1254758,510748896,4211001,Charlson - PUD,True,1,Chronic gastric ulcer with hemorrhage,False
1254953,652711186,4213731,Charlson - Stroke,True,1,Carotid artery embolism,False
1255594,78746470,4218017,Charlson - Dementia,True,1,"Primary degenerative dementia of the Alzheimer type, presenile onset",False
1256764,403438288,4222415,Charlson - DMcx,True,1,Mononeuropathy due to type 2 diabetes mellitus,False
1259379,535274723,4225982,Charlson - Cancer,True,1,Mature T-cell AND/OR NK cell neoplasm,False
1263704,494981955,4240725,Charlson - LiverMild,True,1,Peliosis hepatis,False
1265130,535274723,4244051,Charlson - Cancer,True,1,Malignant melanoma of skin of breast,False
1267903,378462283,4246451,Charlson - Mets,True,1,Secondary malignant neoplasm of brain,False
1271313,514953976,4266525,Charlson - Pulmonary,True,1,Pulmonary siderosis,False
1272190,652711186,4273526,Charlson - Stroke,True,1,Vertebral artery thrombosis,False
1272292,359043664,4273632,Charlson - CHF,True,1,Right ventricular failure,False
1273367,618758765,4283807,N3C Mechanical Ventilation,True,1,Intubation of larynx,False
1275003,403438288,4290822,Charlson - DMcx,True,1,Severe nonproliferative retinopathy with clinically significant macular edema due to diabetes mellitus,False
1280366,535274723,4301668,Charlson - Cancer,True,1,Primary cutaneous follicular center B-cell lymphoma,False
1280750,618758765,4304419,N3C Mechanical Ventilation,True,1,Oral endotracheal tube present,False
1282865,652711186,4311124,Charlson - Stroke,True,1,Carotid artery thrombosis,False
1283098,535274723,4311480,Charlson - Cancer,True,1,Primary malignant neoplasm of ileum,False
1285368,535274723,4312698,Charlson - Cancer,True,1,Primary malignant neoplasm of trunk,False
1288233,378462283,4315806,Charlson - Mets,True,1,Secondary malignant neoplasm of retroperitoneum,False
1291580,618758765,4337046,N3C Mechanical Ventilation,True,1,Minitrach insertion,False
1291845,652711186,4338227,Charlson - Stroke,True,1,Basilar artery thrombosis,False
1292103,494981955,4340394,Charlson - LiverMild,True,1,Hepatic sclerosis,False
1292199,494981955,4340948,Charlson - LiverMild,True,1,Hepatic fibrosis with hepatic sclerosis,False
1375117,376881697,35611566,Charlson - PVD,True,1,Bilateral lower limb atherosclerosis pain at rest co-occurrent and due to atherosclerosis,False
1412571,96369749,35896880,Remdesivir (Injection route of admin; 5 mg minimum dosage),True,1,remdesivir 100 MG Injectable Solution [Veklury] Box of 1,False
1412575,96369749,35896885,Remdesivir (Injection route of admin; 5 mg minimum dosage),True,1,remdesivir Injectable Solution [Veklury],False
1412813,697105949,35897994,[ISC] COVID-19 Vaccinations,False,1,COVID-19 vaccine Injectable Solution,False
1415869,96369749,36054907,Remdesivir (Injection route of admin; 5 mg minimum dosage),True,1,20 ML remdesivir 5 MG/ML Injectable Solution Box of 1,False
1415877,96369749,36054909,Remdesivir (Injection route of admin; 5 mg minimum dosage),True,1,20 ML remdesivir 5 MG/ML Injectable Solution,False
1416892,96369749,36057813,Remdesivir (Injection route of admin; 5 mg minimum dosage),True,1,remdesivir 100 MG Injection [Veklury] Box of 1 by Gilead,False
1416907,96369749,36057832,Remdesivir (Injection route of admin; 5 mg minimum dosage),True,1,remdesivir Injection [Veklury],False
1421900,96369749,36074072,Remdesivir (Injection route of admin; 5 mg minimum dosage),True,1,remdesivir 150 MG,False
1421902,96369749,36074076,Remdesivir (Injection route of admin; 5 mg minimum dosage),True,1,remdesivir 5 MG/ML Injectable Solution [Veklury],False
1445063,697105949,36398553,[ISC] COVID-19 Vaccinations,False,1,"SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 0.2 MG/ML Injectable Suspension",False
1449949,38048732,36504859,Baricitinib,True,1,baricitinib 2 MG Delayed Release Oral Tablet [Olumiant] by Kohlpharma,False
1526699,535274723,36716501,Charlson - Cancer,True,1,Primary malignant epithelial neoplasm of nasopharynx,False
1533648,38048732,36787580,Baricitinib,True,1,baricitinib 2 MG Delayed Release Oral Tablet Box of 84,False
1533655,38048732,36787585,Baricitinib,True,1,baricitinib 4 MG Delayed Release Oral Tablet [Olumiant] Box of 28 by Eli Lilly,False
1537028,697105949,36868936,[ISC] COVID-19 Vaccinations,False,1,"moderna covid-19 vaccine, bivalent 25ug/.5mL INTRAMUSCULAR INJECTION, SUSPENSION",False
1537035,697105949,36873119,[ISC] COVID-19 Vaccinations,False,1,"0.3 ML SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 0.05 MG/ML / SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 OMICRON (BA.4/BA.5) 0.05 MG/ML Injection",False
1541570,697105949,37003431,[ISC] COVID-19 Vaccinations,False,1,"SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2",False
1541578,697105949,37003433,[ISC] COVID-19 Vaccinations,False,1,"SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 0.1 MG/ML",False
1542769,403438288,37016768,Charlson - DMcx,True,1,Autonomic neuropathy due to type 2 diabetes mellitus,False
1546191,403438288,37017431,Charlson - DMcx,True,1,Polyneuropathy due to type 1 diabetes mellitus,False
1565248,376881697,37312519,Charlson - PVD,True,1,Ulcer of calf due to atherosclerosis of artery of lower limb,False
1567473,96369749,37499274,Remdesivir (Injection route of admin; 5 mg minimum dosage),True,1,remdesivir Injection,False
1567977,38048732,37592677,Baricitinib,True,1,baricitinib 4 MG Oral Tablet [Olumiant] by Haematogmbh,False
1567982,38048732,37592678,Baricitinib,True,1,baricitinib 2 MG Oral Tablet [Olumiant] by Haematogmbh,False
1585153,359043664,40479576,Charlson - CHF,True,1,Chronic diastolic heart failure,False
1585355,359043664,40481043,Charlson - CHF,True,1,Acute on chronic diastolic heart failure,False
1585968,535274723,40482847,Charlson - Cancer,True,1,Juvenile myelomonocytic leukemia,False
1586177,376881697,40483538,Charlson - PVD,True,1,Atherosclerosis of bypass graft of limb,False
1586243,535274723,40483761,Charlson - Cancer,True,1,Acute myeloid leukemia with myelodysplasia-related changes,False
1587959,535274723,40488812,Charlson - Cancer,True,1,Sarcoma of dendritic cells (accessory cells),False
1588625,535274723,40490328,Charlson - Cancer,True,1,Gastrointestinal stromal tumor of large intestine,False
1830409,697105949,42639775,[ISC] COVID-19 Vaccinations,False,1,"Introduction of COVID-19 vaccine dose 1 into subcutaneous tissue, percutaneous approach, new technology group 6",False
1830413,697105949,42639779,[ISC] COVID-19 Vaccinations,False,1,"Introduction of COVID-19 vaccine dose 2 into muscle, percutaneous approach, new technology group 6",False
1837838,618758765,42738852,N3C Mechanical Ventilation,True,1,"Ventilation assist and management, initiation of pressure or volume preset ventilators for assisted or controlled breathing; first day (Deprecated)",False
1837898,96369749,42796750,Remdesivir (Injection route of admin; 5 mg minimum dosage),True,1,20 ML remdesivir 5 MG/ML Injection [Veklury],False
1840908,652711186,42872891,Charlson - Stroke,True,1,Posterior reversible encephalopathy syndrome,False
1841470,38048732,42875510,Baricitinib,True,1,baricitinib 2 MG Delayed Release Oral Tablet Box of 98,False
1841476,38048732,42875515,Baricitinib,True,1,baricitinib 2 MG Oral Tablet [Olumiant] Box of 98 by Cc,False
1940719,652711186,43530687,Charlson - Stroke,True,1,Dysarthria as late effects of cerebrovascular disease,False
1940738,652711186,43530688,Charlson - Stroke,True,1,Fluency disorder as sequela of cerebrovascular disease,False
1941145,719585646,43530690,Charlson - DM,True,1,Foot ulcer due to type 2 diabetes mellitus,False
1946957,652711186,43531622,Charlson - Stroke,True,1,Ataxia as sequela of cerebrovascular disease,False
2037995,38048732,44166708,Baricitinib,True,1,baricitinib 2 MG Oral Tablet [Olumiant] Box of 28 by Lilly,False
2046095,38048732,44187242,Baricitinib,True,1,baricitinib 4 MG Oral Tablet Box of 98,False
2046102,38048732,44187244,Baricitinib,True,1,baricitinib 2 MG Oral Tablet Box of 28,False
2130870,403438288,45757435,Charlson - DMcx,True,1,Mild nonproliferative retinopathy due to type 2 diabetes mellitus,False
2133107,652711186,45767658,Charlson - Stroke,True,1,Cerebral infarction due to thrombosis of middle cerebral artery,False
2134050,514953976,45768964,Charlson - Pulmonary,True,1,Uncomplicated moderate persistent asthma,False
2134656,719585646,45769830,Charlson - DM,True,1,Neuropathic arthropathy due to type 1 diabetes mellitus,False
2138740,403438288,45773064,Charlson - DMcx,True,1,Traction detachment of retina due to type 2 diabetes mellitus,False
2151629,415149730,46257397,Kostka - ECMO,True,1,"Extracorporeal membrane oxygenation (ECMO)/extracorporeal life support (ECLS) provided by physician; insertion of central cannula(e) by sternotomy or thoracotomy, birth through 5 years of age",False
2151657,415149730,46257441,Kostka - ECMO,True,1,"Arterial exposure with creation of graft conduit (eg, chimney graft) to facilitate arterial perfusion for ECMO/ECLS (List separately in addition to code for primary procedure)",False
2151673,415149730,46257586,Kostka - ECMO,True,1,Extracorporeal Membrane Oxygenation or Extracorporeal Life Support Services and Procedures,False
2151692,415149730,46257684,Kostka - ECMO,True,1,"Extracorporeal membrane oxygenation (ECMO)/extracorporeal life support (ECLS) provided by physician; reposition peripheral (arterial and/or venous) cannula(e), open, 6 years and older (includes fluoroscopic guidance, when performed)",False
2152666,259495957,46270163,Charlson - MI,True,1,Acute ST segment elevation myocardial infarction due to right coronary artery occlusion,False
2152754,220495690,46270347,Charlson - Renal,True,1,Chronic nephritic syndrome with membranous glomerulonephritis,False
2153286,220495690,46271022,Charlson - Renal,True,1,Chronic kidney disease,False
2153459,535274723,46271647,Charlson - Cancer,True,1,Malignant carcinoid tumor of stomach,False
2157913,535274723,27235,Charlson - Cancer,True,1,Primary malignant neoplasm of carotid body,False
2158509,376881697,74719,Charlson - PVD,True,1,Ulcer of foot,False
2158782,378462283,78097,Charlson - Mets,True,1,Secondary malignant neoplasm of bone,False
2158918,535274723,79749,Charlson - Cancer,True,1,Primary malignant neoplasm of body of penis,False
2159156,535274723,81237,Charlson - Cancer,True,1,Primary malignant neoplasm of upper limb bones and scapula,False
2159380,535274723,133710,Charlson - Cancer,True,1,Overlapping malignant neoplasm of lip,False
2159558,535274723,135204,Charlson - Cancer,True,1,Mycosis fungoides of extranodal AND/OR solid organ site,False
2159840,535274723,137219,Charlson - Cancer,True,1,Primary malignant neoplasm of inner aspect of lower lip,False
2159899,535274723,137800,Charlson - Cancer,True,1,Primary malignant neoplasm of maxillary sinus,False
2160198,535274723,140046,Charlson - Cancer,True,1,Primary malignant neoplasm of ethmoidal sinus,False
2160313,535274723,140666,Charlson - Cancer,True,1,Myeloid leukemia,False
2160405,535274723,140967,Charlson - Cancer,True,1,Myeloid sarcoma,False
2160589,535274723,141816,Charlson - Cancer,True,1,Acute lymphoid leukemia in remission,False
2160717,489555336,192606,Charlson - Paralysis,True,1,Paraplegia,False
2161016,535274723,194594,Charlson - Cancer,True,1,"Hodgkin's disease, mixed cellularity of intrapelvic lymph nodes",False
2161143,535274723,194878,Charlson - Cancer,True,1,Nodular lymphoma of extranodal AND/OR solid organ site,False
2161237,535274723,195195,Charlson - Cancer,True,1,Malignant lymphoma of intrapelvic lymph nodes,False
2161362,535274723,195483,Charlson - Cancer,True,1,Primary malignant neoplasm of penis,False
2161366,376881697,195559,Charlson - PVD,True,1,Ruptured abdominal aortic aneurysm,False
2161444,535274723,196048,Charlson - Cancer,True,1,Primary malignant neoplasm of vagina,False
2162098,494981955,198964,Charlson - LiverMild,True,1,Chronic hepatitis C,False
2162246,535274723,200051,Charlson - Cancer,True,1,Primary malignant neoplasm of ovary,False
2162384,535274723,200962,Charlson - Cancer,True,1,Primary malignant neoplasm of prostate,False
2162425,535274723,201231,Charlson - Cancer,True,1,Malignant neoplasm of connective and soft tissue of pelvis,False
2162517,535274723,201238,Charlson - Cancer,True,1,Primary malignant neoplasm of female genital organ,False
2162594,535274723,201517,Charlson - Cancer,True,1,Primary malignant neoplasm of urachus,False
2162645,535274723,201518,Charlson - Cancer,True,1,Primary malignant neoplasm of lower limb,False
2163771,719585646,201530,Charlson - DM,True,1,Hyperosmolar coma due to type 2 diabetes mellitus,False
2164301,535274723,252840,Charlson - Cancer,True,1,Primary malignant neoplasm of upper respiratory tract,False
2164333,535274723,254282,Charlson - Cancer,True,1,Primary malignant neoplasm of soft palate,False
2164415,514953976,256451,Charlson - Pulmonary,True,1,Bronchitis,False
2164633,535274723,258981,Charlson - Cancer,True,1,Kaposi's sarcoma of skin,False
2164902,535274723,261808,Charlson - Cancer,True,1,Primary malignant neoplasm of vestibule of mouth,False
2165128,535274723,315202,Charlson - Cancer,True,1,"Hodgkin's disease, mixed cellularity of lymph nodes of multiple sites",False
2165305,376881697,317577,Charlson - PVD,True,1,Arteriosclerotic gangrene,False
2165669,359043664,320746,Charlson - CHF,True,1,Cardiomyopathy associated with another disorder,False
2165738,652711186,321887,Charlson - Stroke,True,1,Disorder of artery,False
2165759,535274723,372567,Charlson - Cancer,True,1,Primary malignant neoplasm of lacrimal gland,False
2165949,652711186,373503,Charlson - Stroke,True,1,Transient cerebral ischemia,False
2166127,489555336,374914,Charlson - Paralysis,True,1,Tetraplegia,False
2166673,403438288,376979,Charlson - DMcx,True,1,Cataract due to diabetes mellitus,False
2167474,78746470,378419,Charlson - Dementia,True,1,Alzheimer's disease,False
2167529,489555336,379012,Charlson - Paralysis,True,1,Monoplegia of upper limb,False
2167577,535274723,379756,Charlson - Cancer,True,1,Primary malignant neoplasm of mandible,False
2167926,535274723,432260,Charlson - Cancer,True,1,Primary malignant neoplasm of upper third of esophagus,False
2168140,535274723,432559,Charlson - Cancer,True,1,Primary malignant neoplasm of occipital lobe,False
2168401,535274723,432838,Charlson - Cancer,True,1,Primary malignant neoplasm of cardia of stomach,False
2168467,535274723,432843,Charlson - Cancer,True,1,Primary malignant neoplasm of tail of pancreas,False
2169000,535274723,434302,Charlson - Cancer,True,1,"Hodgkin's disease, nodular sclerosis of extranodal AND/OR solid organ site",False
2169132,535274723,434584,Charlson - Cancer,True,1,Kaposi's sarcoma (clinical),False
2169157,535274723,434590,Charlson - Cancer,True,1,Malignant melanoma of skin of eyelid,False
2169316,535274723,434881,Charlson - Cancer,True,1,Peripheral T-cell lymphoma (clinical),False
2169835,535274723,436043,Charlson - Cancer,True,1,Overlapping malignant neoplasm of tongue,False
2170038,535274723,436344,Charlson - Cancer,True,1,Primary malignant neoplasm of posterior wall of nasopharynx,False
2170135,535274723,436352,Charlson - Cancer,True,1,Primary malignant neoplasm of laryngeal cartilage,False
2170338,535274723,436643,Charlson - Cancer,True,1,Primary malignant neoplasm of anterior aspect of epiglottis,False
2170644,652711186,437306,Charlson - Stroke,True,1,Transient global amnesia,False
2170712,535274723,437498,Charlson - Cancer,True,1,Primary malignant neoplasm of tongue,False
2170764,535274723,437501,Charlson - Cancer,True,1,Primary malignant neoplasm of labia majora,False
2170941,535274723,437818,Charlson - Cancer,True,1,"Hodgkin's disease of lymph nodes of head, face AND/OR neck",False
2171282,535274723,438699,Charlson - Cancer,True,1,Primary malignant neoplasm of rectosigmoid junction,False
2171536,535274723,439265,Charlson - Cancer,True,1,Sézary's disease of intrathoracic lymph nodes,False
2171627,535274723,439267,Charlson - Cancer,True,1,Sézary's disease of intra-abdominal lymph nodes,False
2171714,535274723,439281,Charlson - Cancer,True,1,"Hodgkin's disease, lymphocytic depletion of spleen",False
2172007,535274723,440058,Charlson - Cancer,True,1,Malignant lymphoma of extranodal AND/OR solid organ site,False
2172140,535274723,440351,Charlson - Cancer,True,1,"Hodgkin's disease, lymphocytic-histiocytic predominance of intrathoracic lymph nodes",False
2172764,535274723,441800,Charlson - Cancer,True,1,Primary malignant neoplasm of descending colon,False
2173045,535274723,442159,Charlson - Cancer,True,1,"Hodgkin's disease, mixed cellularity of spleen",False
2173070,535274723,442162,Charlson - Cancer,True,1,"Hodgkin's disease, lymphocytic-histiocytic predominance of lymph nodes of inguinal region AND/OR lower limb",False
2173679,535274723,443381,Charlson - Cancer,True,1,Malignant tumor of sigmoid colon,False
2173883,652711186,443465,Charlson - Stroke,True,1,Dysphagia as a late effect of cerebrovascular accident,False
2174003,376881697,443593,Charlson - PVD,True,1,Ulcer of thigh,False
2174013,220495690,443612,Charlson - Renal,True,1,Chronic kidney disease stage 4,False
2174466,403438288,443730,Charlson - DMcx,True,1,Disorder of nervous system due to diabetes mellitus,False
2175723,719585646,443734,Charlson - DM,True,1,Ketoacidosis due to type 2 diabetes mellitus,False
2177970,697105949,600591,[ISC] COVID-19 Vaccinations,False,1,SARS-CoV-2 mRNA vaccine,False
2180699,697105949,602359,[ISC] COVID-19 Vaccinations,False,1,Comirnaty COVID-19 mRNA Vaccine 30micrograms/0.3ml dose concentrate for dispersion for injection multidose vials (Pfizer Ltd) 6 dose,False
2180700,697105949,602371,[ISC] COVID-19 Vaccinations,False,1,Generic Comirnaty COVID-19 mRNA Vaccine 30micrograms/0.3ml dose concentrate for dispersion for injection multidose vials 1170 dose,False
2180702,697105949,602390,[ISC] COVID-19 Vaccinations,False,1,"Generic COVID-19 Vaccine AstraZeneca (ChAdOx1 S [recombinant]) 5x10,000,000,000 viral particles/0.5ml dose suspension for injection multidose vials 100 dose",False
2180705,697105949,602406,[ISC] COVID-19 Vaccinations,False,1,"Spikevax COVID-19 mRNA (nucleoside modified) Vaccine 0.1mg/0.5ml dose dispersion for injection multidose vials (Moderna, Inc) 10 dose",False
2180762,697105949,603100,[ISC] COVID-19 Vaccinations,False,1,Administration of SARS-CoV-2 vaccine,False
2180769,697105949,603201,[ISC] COVID-19 Vaccinations,False,1,Administration of second dose of SARS-CoV-2 recombinant spike protein antigen vaccine,False
2188037,697105949,702117,[ISC] COVID-19 Vaccinations,False,1,"SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 0.05 MG/ML",False
2188086,697105949,702676,[ISC] COVID-19 Vaccinations,False,1,"SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, preservative free, 3 mcg/0.2mL dose, tris-sucrose formulation",False
2188092,697105949,702677,[ISC] COVID-19 Vaccinations,False,1,"SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, preservative free, 30 mcg/0.3mL dose, tris-sucrose formulation",False
2188432,697105949,722117,[ISC] COVID-19 Vaccinations,False,1,"SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, bivalent booster, preservative free, 10 mcg/0.2 mL dose, tris-sucrose formulation",False
2188434,697105949,722118,[ISC] COVID-19 Vaccinations,False,1,"SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, bivalent booster, preservative free, 10 mcg/0.2 mL dose",False
2188540,697105949,724906,[ISC] COVID-19 Vaccinations,False,1,"SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, preservative free, 100 mcg/0.5mL dose or 50 mcg/0.25mL dose",False
2189346,697105949,759441,[ISC] COVID-19 Vaccinations,False,1,"Administration of coronavirus vaccine 3, reserved (Deprecated)",False
2189347,697105949,759455,[ISC] COVID-19 Vaccinations,False,1,"Administration of coronavirus vaccine 9, reserved (Deprecated)",False
2189349,697105949,759696,[ISC] COVID-19 Vaccinations,False,1,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) (coronavirus disease [COVID-19]) vaccine, monovalent, preservative free, 5 mcg/0.5 mL dosage, adjuvant AS03 emulsion, for intramuscular use",False
2189354,697105949,759725,[ISC] COVID-19 Vaccinations,False,1,Pfizer-BioNTech Covid-19 Vaccine (Ready to Use) Administration - Third dose,False
2189356,697105949,759726,[ISC] COVID-19 Vaccinations,False,1,Pfizer-BioNTech Covid-19 Vaccine (Ready to Use) Administration - Booster,False
2189360,697105949,759736,[ISC] COVID-19 Vaccinations,False,1,Pfizer-BioNTech Covid-19 Vaccine (Ready to Use),False
2190448,535274723,760936,Charlson - Cancer,True,1,Plasma cell leukemia in relapse,False
2193748,697105949,777320,[ISC] COVID-19 Vaccinations,False,1,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) (coronavirus disease [COVID-19]) vaccine, mRNA-LNP, bivalent spike protein, preservative free, 30 mcg/0.3 mL dosage, tris-sucrose formulation, for intramuscular use",False
2193750,697105949,778260,[ISC] COVID-19 Vaccinations,False,1,"SARS-COV-2 COVID-19 Protein Subunit Non-US Vaccine Product (Anhui Zhifei Longcom, Zifivax)",False
2193752,697105949,778262,[ISC] COVID-19 Vaccinations,False,1,"SARS-COV-2 COVID-19 Protein Subunit Non-US Vaccine Product (Medigen, MVC-COV1901)",False
2193753,697105949,778264,[ISC] COVID-19 Vaccinations,False,1,"SARS-COV-2 COVID-19 Protein Subunit Non-US Vaccine Product (Biological E Limited, Corbevax)",False
2193802,697105949,779678,[ISC] COVID-19 Vaccinations,False,1,"SARS-CoV-2 (COVID-19) vaccine, mRNA spike protein Injectable Suspension [Spikevax]",False
2193806,697105949,779947,[ISC] COVID-19 Vaccinations,False,1,"SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 0.015 MG/ML",False
2196223,697105949,800948,[ISC] COVID-19 Vaccinations,False,1,"Injection, tixagevimab and cilgavimab, for the pre-exposure prophylaxis only, for certain adults and pediatric individuals (12 years of age and older weighing at least 40kg) with no known sars-cov-2 exposure, who either have moderate to severely compro...",False
2196233,697105949,801196,[ISC] COVID-19 Vaccinations,False,1,Covid-19 vaccine administration inside a patient's home; reported only once per individual home per date of service when only covid-19 vaccine administration is performed at the patient's home,False
2196472,697105949,835053,[ISC] COVID-19 Vaccinations,False,1,"SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 0.05 MG/ML / SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 OMICRON (BA.4/BA.5) 0.05 MG/ML Injectable Suspension",False
2198056,38048732,994803,Baricitinib,True,1,baricitinib 4 MG Oral Tablet [Olumiant] by Kohlpharma,False
2199570,96369749,1146730,Remdesivir (Injection route of admin; 5 mg minimum dosage),True,1,20 ML remdesivir 5 MG/ML Injection,False
2200553,697105949,1226309,[ISC] COVID-19 Vaccinations,False,1,"SARS-COV-2 (COVID-19) vaccine, vector - Ad26 100000000000 UNT/ML Injectable Suspension",False
2204036,38048732,1510638,Baricitinib,True,1,baricitinib 2 MG Oral Tablet [Olumiant],False
2204653,697105949,1525542,[ISC] COVID-19 Vaccinations,False,1,"SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 OMICRON (BA.4/BA.5) 0.05 MG/ML",False
2212039,339287218,1632579,paxlovid,False,1,nirmatrelvir and ritonavir KIT [paxlovid],False
2213181,697105949,1759203,[ISC] COVID-19 Vaccinations,False,1,"SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 0.1 MG/ML [Comirnaty]",False
2213183,697105949,1759204,[ISC] COVID-19 Vaccinations,False,1,Comirnaty Injectable Product,False
2213777,697105949,1799557,[ISC] COVID-19 Vaccinations,False,1,"SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 0.015 MG/ML Injectable Suspension",False
2213779,697105949,1799558,[ISC] COVID-19 Vaccinations,False,1,"SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 0.1 MG/ML Injectable Suspension",False
2213788,697105949,1799761,[ISC] COVID-19 Vaccinations,False,1,"bnt162b2 .225mg/2.25mL INTRAMUSCULAR INJECTION, SUSPENSION",False
2215302,618758765,2007912,N3C Mechanical Ventilation,True,1,Other intubation of respiratory tract,False
2227023,38048732,2056664,Baricitinib,True,1,baricitinib 2 MG Oral Tablet [Olumiant] by Lilly,False
2239909,618758765,2108681,N3C Mechanical Ventilation,True,1,"Patient receiving care in the intensive care unit (ICU) and receiving mechanical ventilation, 24 hours or less (CRIT)",False
2241051,618758765,2314002,N3C Mechanical Ventilation,True,1,"Ventilation assist and management, initiation of pressure or volume preset ventilators for assisted or controlled breathing; nursing facility, per day",False
2241188,618758765,2514578,N3C Mechanical Ventilation,True,1,Home visit for mechanical ventilation care,False
2244689,618758765,2745447,N3C Mechanical Ventilation,True,1,"Insertion of Endotracheal Airway into Trachea, Via Natural or Artificial Opening Endoscopic",False
2249450,618758765,2788036,N3C Mechanical Ventilation,True,1,"Respiratory Ventilation, Less than 24 Consecutive Hours",False
2256190,697105949,2998096,[ISC] COVID-19 Vaccinations,False,1,"covid-19 vaccine, mrna .2mg/mL INTRAMUSCULAR INJECTION, SUSPENSION",False
2276826,535274723,4001170,Charlson - Cancer,True,1,Overlapping malignant neoplasm of palate,False
2276979,535274723,4001328,Charlson - Cancer,True,1,"Diffuse non-Hodgkin's lymphoma, lymphoblastic (clinical)",False
2277085,535274723,4001664,Charlson - Cancer,True,1,Intrahepatic bile duct carcinoma,False
2277189,535274723,4001666,Charlson - Cancer,True,1,Mesothelioma of peritoneum,False
2277494,535274723,4002494,Charlson - Cancer,True,1,Histiocytic sarcoma (clinical),False
2277769,535274723,4003021,Charlson - Cancer,True,1,Angiosarcoma of liver,False
2278117,535274723,4003834,Charlson - Cancer,True,1,Malignant immunoproliferative disease (clinical),False
2282564,510748896,4027663,Charlson - PUD,True,1,Peptic ulcer,False
2282599,510748896,4027729,Charlson - PUD,True,1,Acute duodenal ulcer with hemorrhage,False
2285627,535274723,4040380,Charlson - Cancer,True,1,Mycosis fungoides (clinical),False
2285795,535274723,4041800,Charlson - Cancer,True,1,Burkitt's lymphoma (clinical),False
2290138,220495690,4055899,Charlson - Renal,True,1,"Chronic nephritic syndrome, dense deposit disease",False
2290758,220495690,4059584,Charlson - Renal,True,1,"Chronic nephritic syndrome, diffuse mesangiocapillary glomerulonephritis",False
2293844,618758765,4072506,N3C Mechanical Ventilation,True,1,Intermittent negative pressure ventilation,False
2295465,535274723,4082311,Charlson - Cancer,True,1,B-cell chronic lymphocytic leukemia,False
2298187,535274723,4092358,Charlson - Cancer,True,1,Malignant neoplasm of connective and soft tissue of thorax,False
2299100,535274723,4094863,Charlson - Cancer,True,1,Malignant tumor of Meckel's diverticulum,False
2308513,652711186,4111709,Charlson - Stroke,True,1,Non-traumatic subdural hemorrhage,False
2308534,652711186,4111710,Charlson - Stroke,True,1,Brainstem stroke syndrome,False
2308576,652711186,4111715,Charlson - Stroke,True,1,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",False
2308927,652711186,4112020,Charlson - Stroke,True,1,Carotid artery syndrome hemispheric,False
2308955,652711186,4112024,Charlson - Stroke,True,1,Occlusion and stenosis of cerebellar arteries,False
2309772,514953976,4112826,Charlson - Pulmonary,True,1,Mixed simple and mucopurulent chronic bronchitis,False
2312074,618758765,4119642,N3C Mechanical Ventilation,True,1,Awake intubation,False
